aid,trattato,w,subclass,campo,g_adopt,non_cs
5002311337,1,1,274,Computer Science,2019,0
5002315707,0,1,6425,Medicine,NA,1
5002316466,0,1,9377,Medicine,NA,1
5002320735,0,1,5271,Computer Science,NA,0
5002322091,0,1,15434,Computer Science,NA,0
5002339270,0,1,2997,Computer Science,NA,0
5002340412,1,1,275,Computer Science,2021,0
5002341443,1,1,276,Computer Science,2022,0
5002346706,0,1,4194,Engineering,NA,1
5002350570,0,1,1413,Computer Science,NA,0
5002360024,1,1,277,Medicine,2022,1
5002360773,0,1,7695,Computer Science,NA,0
5002364120,1,1,278,Medicine,2020,1
5002367402,0,1,11430,"Business, Management and Accounting",NA,1
5002372483,1,1,279,Computer Science,2021,0
5002373133,1,1,280,Computer Science,2021,0
5002377642,0,1,6211,Computer Science,NA,0
5002380437,1,1,281,Engineering,2020,1
5002380979,0,1,13869,Environmental Science,NA,1
5002381418,1,1,282,Engineering,2022,1
5002391274,1,1,283,Computer Science,2022,0
5002394922,1,1,284,Computer Science,2021,0
5002397146,0,1,8372,Immunology and Microbiology,NA,1
5002397985,0,1,11674,Environmental Science,NA,1
5002398665,1,1,285,Computer Science,2021,0
5002399513,0,1,14086,"Biochemistry, Genetics and Molecular Biology",NA,1
5002404808,1,1,286,Computer Science,2021,0
5002406417,1,1,287,Computer Science,2022,0
5002418613,1,1,288,Computer Science,2022,0
5002419188,1,1,289,Computer Science,2020,0
5002419451,1,1,290,Computer Science,2019,0
5002420432,0,1,10,Computer Science,NA,0
5002426346,1,1,291,Computer Science,2020,0
5002433660,1,1,292,Computer Science,2021,0
5002438391,0,1,11801,Engineering,NA,1
5002440488,0,1,6823,Computer Science,NA,0
5002442105,1,1,293,Computer Science,2020,0
5002446890,0,1,1181,Computer Science,NA,0
5002449223,0,1,7254,Computer Science,NA,0
5002459081,0,1,16736,Environmental Science,NA,1
5002462356,1,1,294,Computer Science,2021,0
5002466132,0,1,3154,Agricultural and Biological Sciences,NA,1
5002471997,0,1,3217,Physics and Astronomy,NA,1
5002473893,0,1,749,Computer Science,NA,0
5002474493,1,1,295,Computer Science,2022,0
5002474708,1,1,296,Computer Science,2022,0
5002475090,1,1,297,Medicine,2022,1
5002478955,0,1,12092,"Biochemistry, Genetics and Molecular Biology",NA,1
5002487909,0,1,3085,Computer Science,NA,0
5002493210,1,1,298,Medicine,2022,1
5002499277,1,1,299,Computer Science,2020,0
5002501266,1,1,300,Engineering,2020,1
5002503342,1,1,301,Computer Science,2019,0
5002518694,1,1,302,Computer Science,2019,0
5002519367,0,1,10621,Computer Science,NA,0
5002522068,0,1,11510,Computer Science,NA,0
5002523892,1,1,303,Computer Science,2020,0
5002524545,1,1,304,Engineering,2022,1
5002526108,1,1,305,Computer Science,2022,0
5002528092,1,1,306,Computer Science,2021,0
5002528433,1,1,307,Social Sciences,2022,1
5002528469,1,1,308,Computer Science,2022,0
5002530990,1,1,309,Computer Science,2021,0
5002534955,0,1,7881,Computer Science,NA,0
5002536077,1,1,310,Computer Science,2022,0
5002539501,1,1,311,Computer Science,2022,0
5002548520,1,1,312,"Biochemistry, Genetics and Molecular Biology",2021,1
5002549511,1,1,313,Computer Science,2020,0
5002552632,0,1,14650,Engineering,NA,1
5002552964,0,1,7655,Materials Science,NA,1
5002555329,1,1,314,Computer Science,2019,0
5002557940,0,1,5665,Engineering,NA,1
5002561749,0,1,763,Computer Science,NA,0
5002571994,1,1,315,Engineering,2022,1
5002572296,1,1,316,Computer Science,2020,0
5002584045,0,1,9537,Engineering,NA,1
5002599549,1,1,317,Computer Science,2022,0
5002601871,1,1,318,Engineering,2021,1
5002603134,1,1,319,Computer Science,2022,0
5002604459,0,1,856,Engineering,NA,1
5002609594,1,1,320,Computer Science,2021,0
5002612388,1,1,321,Engineering,2022,1
5002623428,1,1,322,Computer Science,2022,0
5002623953,1,1,323,Engineering,2022,1
5002624302,0,1,12664,Engineering,NA,1
5002625178,1,1,324,Computer Science,2022,0
5002626040,1,1,325,Agricultural and Biological Sciences,2022,1
5002626127,0,1,11332,Computer Science,NA,0
5002627051,1,1,326,Computer Science,2021,0
5002627939,1,1,327,Computer Science,2020,0
5002628427,1,1,328,Computer Science,2021,0
5002630102,1,1,329,"Economics, Econometrics and Finance",2022,1
5002630255,0,1,9915,Mathematics,NA,1
5002631628,0,1,769,Computer Science,NA,0
5002631807,1,1,330,Computer Science,2021,0
5002632564,0,1,11042,Computer Science,NA,0
5002634184,1,1,331,Health Professions,2022,1
5002634808,1,1,332,Engineering,2022,1
5002641786,0,1,328,Engineering,NA,1
5002644004,0,1,8048,Materials Science,NA,1
5002647615,0,1,10073,"Business, Management and Accounting",NA,1
5002648936,0,1,3057,Computer Science,NA,0
5002655608,1,1,333,Engineering,2022,1
5002657035,0,1,12952,Earth and Planetary Sciences,NA,1
5002657825,0,1,3270,"Business, Management and Accounting",NA,1
5002661207,0,1,4713,"Economics, Econometrics and Finance",NA,1
5002661723,1,1,334,Computer Science,2020,0
5002662575,0,1,16669,Computer Science,NA,0
5002668439,0,1,16729,"Biochemistry, Genetics and Molecular Biology",NA,1
5002668522,1,1,335,Computer Science,2022,0
5002671578,0,1,13596,Earth and Planetary Sciences,NA,1
5002672308,0,1,8258,Engineering,NA,1
5002676236,1,1,336,"Biochemistry, Genetics and Molecular Biology",2022,1
5002683918,0,1,39,Computer Science,NA,0
5002684888,1,1,337,Computer Science,2022,0
5002689250,1,1,338,Computer Science,2021,0
5002690659,0,1,7579,Engineering,NA,1
5002691710,0,1,11779,Psychology,NA,1
5002698686,0,1,12332,"Biochemistry, Genetics and Molecular Biology",NA,1
5002702999,1,1,339,Physics and Astronomy,2022,1
5002705720,1,1,340,Computer Science,2020,0
5002711718,0,1,7814,Engineering,NA,1
5002713029,1,1,341,Engineering,2022,1
5002715020,0,1,597,Computer Science,NA,0
5002719138,1,1,342,Engineering,2022,1
5002736224,0,1,3999,Engineering,NA,1
5002740493,1,1,343,Engineering,2021,1
5002746311,1,1,344,Computer Science,2020,0
5002750497,0,1,15289,Environmental Science,NA,1
5002754349,0,1,4536,Social Sciences,NA,1
5002755684,1,1,345,Computer Science,2022,0
5002758946,0,1,1658,Computer Science,NA,0
5002759654,0,1,6740,Computer Science,NA,0
5002764716,1,1,346,Computer Science,2022,0
5002765346,0,1,5830,Earth and Planetary Sciences,NA,1
5002765890,1,1,347,Computer Science,2021,0
5002768704,0,1,13706,Computer Science,NA,0
5002778538,1,1,348,Computer Science,2020,0
5002783173,0,1,8818,Engineering,NA,1
5002795838,1,1,349,Computer Science,2021,0
5002796065,0,1,12257,Engineering,NA,1
5002797542,1,1,350,Computer Science,2021,0
5002807424,0,1,15745,Earth and Planetary Sciences,NA,1
5002807837,0,1,10501,Engineering,NA,1
5002809454,1,1,351,Social Sciences,2022,1
5002810304,1,1,352,Computer Science,2022,0
5002810541,1,1,353,Computer Science,2021,0
5002813297,1,1,354,Computer Science,2021,0
5002818704,0,1,8215,Engineering,NA,1
5002822427,1,1,355,Computer Science,2021,0
5002827886,0,1,6756,Earth and Planetary Sciences,NA,1
5002832127,0,1,10091,Engineering,NA,1
5002836090,0,1,8172,Earth and Planetary Sciences,NA,1
5002836245,1,1,356,Engineering,2021,1
5002847404,0,1,9425,Engineering,NA,1
5002848015,1,1,357,Computer Science,2021,0
5002848318,0,1,6148,Physics and Astronomy,NA,1
5002850344,0,1,8570,Physics and Astronomy,NA,1
5002855381,1,1,358,Computer Science,2022,0
5002859833,0,1,12770,Computer Science,NA,0
5002864328,0,1,13439,Medicine,NA,1
5002868202,0,1,1535,Engineering,NA,1
5002868461,0,1,16308,Computer Science,NA,0
5002880387,0,1,1743,Computer Science,NA,0
5002882527,0,1,7861,Computer Science,NA,0
5002885872,1,1,359,Engineering,2022,1
5002889503,1,1,360,Computer Science,2021,0
5002893922,0,1,4781,Physics and Astronomy,NA,1
5002901852,0,1,11687,"Biochemistry, Genetics and Molecular Biology",NA,1
5002904166,0,1,5021,Engineering,NA,1
5002910622,0,1,11047,"Biochemistry, Genetics and Molecular Biology",NA,1
5002928269,1,1,361,Computer Science,2019,0
5002933764,0,1,432,Energy,NA,1
5002942261,1,1,362,Computer Science,2019,0
5002948518,1,1,363,Engineering,2022,1
5002971435,1,1,364,Computer Science,2022,0
5002979461,1,1,365,Computer Science,2022,0
5002981402,1,1,366,Computer Science,2021,0
5002982944,0,1,6462,Computer Science,NA,0
5002984220,0,1,8925,Computer Science,NA,0
5002998826,0,1,10783,Social Sciences,NA,1
5003007691,0,1,4413,Computer Science,NA,0
5003009126,1,1,367,Computer Science,2022,0
5003014004,0,1,6801,Materials Science,NA,1
5003018152,0,1,6228,Computer Science,NA,0
5003022560,1,1,368,Engineering,2022,1
5003025940,1,1,369,Computer Science,2021,0
5003029072,1,1,370,Computer Science,2022,0
5003029875,0,1,14018,"Business, Management and Accounting",NA,1
5003031201,0,1,11899,Environmental Science,NA,1
5003031729,0,1,6377,Computer Science,NA,0
5003032564,1,1,371,Engineering,2021,1
5003032735,1,1,372,Social Sciences,2021,1
5003036813,0,1,9028,Computer Science,NA,0
5003041945,0,1,9422,Neuroscience,NA,1
5003045817,0,1,16542,Environmental Science,NA,1
5003047329,1,1,373,Computer Science,2019,0
5003053955,0,1,5217,Medicine,NA,1
5003067300,0,1,11444,Computer Science,NA,0
5003071055,0,1,6310,Engineering,NA,1
5003076174,1,1,374,Computer Science,2020,0
5003076238,1,1,375,Computer Science,2021,0
5003077083,1,1,376,Social Sciences,2022,1
5003089532,0,1,5118,Computer Science,NA,0
5003092869,1,1,377,Computer Science,2022,0
5003105685,1,1,378,Computer Science,2022,0
5003116834,1,1,379,Computer Science,2022,0
5003116915,1,1,380,"Biochemistry, Genetics and Molecular Biology",2022,1
5003125633,1,1,381,Computer Science,2019,0
5003132155,1,1,382,Computer Science,2021,0
5003133702,0,1,5003,Physics and Astronomy,NA,1
5003140892,1,1,383,Computer Science,2020,0
5003142734,0,1,7606,Engineering,NA,1
5003146630,0,1,14124,Engineering,NA,1
5003147292,0,1,15753,Computer Science,NA,0
5003151858,0,1,4878,Computer Science,NA,0
5003152303,1,1,384,Social Sciences,2022,1
5003156858,1,1,385,Computer Science,2020,0
5003158338,0,1,6767,Computer Science,NA,0
5003166080,0,1,1420,Earth and Planetary Sciences,NA,1
5003168176,1,1,386,Engineering,2020,1
5003170461,0,1,4785,Health Professions,NA,1
5003172151,1,1,387,Engineering,2022,1
5003180662,0,1,5289,Engineering,NA,1
5003181408,0,1,13373,Environmental Science,NA,1
5003193768,0,1,15594,Physics and Astronomy,NA,1
5003198271,1,1,388,Computer Science,2022,0
5003199159,0,1,4961,"Business, Management and Accounting",NA,1
5003200234,0,1,1107,Computer Science,NA,0
5003203521,1,1,389,Computer Science,2022,0
5003213649,1,1,390,Social Sciences,2021,1
5003217329,0,1,4248,Computer Science,NA,0
5003217535,1,1,391,Computer Science,2019,0
5003219699,1,1,392,Engineering,2021,1
5003220288,1,1,393,Computer Science,2021,0
5003224545,1,1,394,Computer Science,2020,0
5003244142,0,1,357,Engineering,NA,1
5003249945,1,1,395,Computer Science,2022,0
5003253582,0,1,11202,Computer Science,NA,0
5003257736,1,1,396,Computer Science,2021,0
5003269957,1,1,397,Computer Science,2021,0
5003275797,1,1,398,Computer Science,2020,0
5003278060,0,1,14798,Earth and Planetary Sciences,NA,1
5003284508,0,1,14926,Engineering,NA,1
5003286788,0,1,8694,Computer Science,NA,0
5003293095,0,1,2848,Computer Science,NA,0
5003300754,0,1,10359,Medicine,NA,1
5003301011,0,1,12819,Medicine,NA,1
5003301022,1,1,399,"Biochemistry, Genetics and Molecular Biology",2022,1
5003304863,1,1,400,Computer Science,2022,0
5003317644,1,1,401,Computer Science,2019,0
5003318164,0,1,15252,Energy,NA,1
5003319572,0,1,13829,"Biochemistry, Genetics and Molecular Biology",NA,1
5003324011,1,1,402,Computer Science,2020,0
5003333136,1,1,403,Engineering,2020,1
5003335849,1,1,404,Computer Science,2019,0
5003347359,0,1,11606,Computer Science,NA,0
5003354683,0,1,4433,Agricultural and Biological Sciences,NA,1
5003354816,1,1,405,"Biochemistry, Genetics and Molecular Biology",2022,1
5003378750,0,1,15224,Computer Science,NA,0
5003384169,1,1,406,Computer Science,2021,0
5003389353,0,1,2730,Earth and Planetary Sciences,NA,1
5003389639,1,1,407,Computer Science,2020,0
5003389936,0,1,7906,Computer Science,NA,0
5003393933,1,1,408,Computer Science,2022,0
5003396849,1,1,409,Materials Science,2022,1
5003398556,0,1,7272,Medicine,NA,1
5003401464,1,1,410,Computer Science,2019,0
5003414781,0,1,10600,Computer Science,NA,0
5003416961,1,1,411,"Business, Management and Accounting",2020,1
5003417915,1,1,412,Computer Science,2019,0
5003418485,1,1,413,Computer Science,2021,0
5003420204,1,1,414,Computer Science,2021,0
5003426221,1,1,415,Computer Science,2022,0
5003439569,1,1,416,"Biochemistry, Genetics and Molecular Biology",2022,1
5003443828,0,1,3966,Computer Science,NA,0
5003446912,1,1,417,Computer Science,2020,0
5003448580,0,1,15530,Computer Science,NA,0
5003451301,0,1,11517,Engineering,NA,1
5003456509,0,1,16279,Computer Science,NA,0
5003461093,1,1,418,Engineering,2020,1
5003470834,0,1,573,Computer Science,NA,0
5003473641,1,1,419,Computer Science,2021,0
5003474730,1,1,420,Engineering,2022,1
5003475331,0,1,10345,Social Sciences,NA,1
5003476748,0,1,11235,Computer Science,NA,0
5003480477,0,1,13533,Neuroscience,NA,1
5003483157,1,1,421,Computer Science,2020,0
5003484825,1,1,422,Computer Science,2021,0
5003486908,0,1,7408,Social Sciences,NA,1
5003487806,0,1,6155,Neuroscience,NA,1
5003491752,0,1,10842,Computer Science,NA,0
5003496440,1,1,423,"Biochemistry, Genetics and Molecular Biology",2022,1
5003504268,0,1,1767,Engineering,NA,1
5003507463,0,1,345,Computer Science,NA,0
5003513755,0,1,12511,"Biochemistry, Genetics and Molecular Biology",NA,1
5003514210,0,1,6718,Earth and Planetary Sciences,NA,1
5003520806,1,1,424,Decision Sciences,2022,1
5003521021,0,1,1090,Engineering,NA,1
5003525513,0,1,528,"Biochemistry, Genetics and Molecular Biology",NA,1
5003528274,1,1,425,Medicine,2020,1
5003550654,1,1,426,"Biochemistry, Genetics and Molecular Biology",2019,1
5003557943,1,1,427,Computer Science,2021,0
5003558571,1,1,428,Computer Science,2021,0
5003562224,1,1,429,Medicine,2022,1
5003564221,0,1,16713,Medicine,NA,1
5003564537,0,1,12242,Engineering,NA,1
5003564873,0,1,16772,Computer Science,NA,0
5003566053,1,1,430,Computer Science,2021,0
5003571051,1,1,431,Computer Science,2019,0
5003572308,0,1,741,"Biochemistry, Genetics and Molecular Biology",NA,1
5003573167,0,1,15868,Environmental Science,NA,1
5003573687,0,1,16693,Engineering,NA,1
5003578228,0,1,6895,Earth and Planetary Sciences,NA,1
5003578876,1,1,432,Computer Science,2022,0
5003581732,0,1,1350,Psychology,NA,1
5003583859,0,1,12629,Computer Science,NA,0
5003587835,1,1,433,Computer Science,2021,0
5003596976,0,1,9605,Computer Science,NA,0
5003606899,0,1,7585,"Biochemistry, Genetics and Molecular Biology",NA,1
5003607066,1,1,434,Computer Science,2022,0
5003607819,1,1,435,Medicine,2021,1
5003608585,0,1,1160,Engineering,NA,1
5003608618,1,1,436,Social Sciences,2022,1
5003621523,1,1,437,Computer Science,2020,0
5003625612,1,1,438,Computer Science,2022,0
5003632692,1,1,439,Engineering,2021,1
5003633381,0,1,3833,Engineering,NA,1
5003633943,0,1,15182,"Business, Management and Accounting",NA,1
5003637850,1,1,440,Dentistry,2022,1
5003638231,1,1,441,Social Sciences,2021,1
5003640520,1,1,442,Materials Science,2021,1
5003643230,0,1,4163,Engineering,NA,1
5003644731,0,1,8928,Computer Science,NA,0
5003647594,0,1,7972,Medicine,NA,1
5003652268,0,1,12942,Medicine,NA,1
5003653341,1,1,443,Computer Science,2019,0
5003656133,0,1,9323,Computer Science,NA,0
5003659549,0,1,647,Computer Science,NA,0
5003663810,0,1,890,Computer Science,NA,0
5003664195,0,1,7575,Computer Science,NA,0
5003670494,0,1,14804,Engineering,NA,1
5003673476,1,1,444,Computer Science,2020,0
5003674456,0,1,11787,"Biochemistry, Genetics and Molecular Biology",NA,1
5003679010,1,1,445,Computer Science,2022,0
5003684324,0,1,8007,Computer Science,NA,0
5003690515,1,1,446,Computer Science,2021,0
5003692107,1,1,447,Decision Sciences,2022,1
5003692270,1,1,448,Computer Science,2022,0
5003692772,1,1,449,Computer Science,2021,0
5003710781,1,1,450,Computer Science,2021,0
5003711513,1,1,451,"Biochemistry, Genetics and Molecular Biology",2022,1
5003714034,1,1,452,Computer Science,2019,0
5003717548,1,1,453,"Biochemistry, Genetics and Molecular Biology",2022,1
5003720372,0,1,14603,Computer Science,NA,0
5003720552,1,1,454,Computer Science,2020,0
5003720673,0,1,3396,Engineering,NA,1
5003725460,1,1,455,Engineering,2022,1
5003725957,1,1,456,Computer Science,2020,0
5003730869,1,1,457,Computer Science,2020,0
5003735433,1,1,458,Computer Science,2022,0
5003737140,1,1,459,Computer Science,2022,0
5003738065,1,1,460,Engineering,2021,1
5003742381,0,1,2012,Engineering,NA,1
5003743615,0,1,1859,"Biochemistry, Genetics and Molecular Biology",NA,1
5003746498,1,1,461,Computer Science,2022,0
5003753939,1,1,462,Computer Science,2021,0
5003754106,0,1,494,Computer Science,NA,0
5003770809,1,1,463,Engineering,2021,1
5003774412,1,1,464,Computer Science,2021,0
5003774887,0,1,2215,Computer Science,NA,0
5003777693,1,1,465,Computer Science,2021,0
5003777802,1,1,466,Medicine,2021,1
5003790536,0,1,5633,Computer Science,NA,0
5003791447,1,1,467,Computer Science,2021,0
5003793467,0,1,11819,Engineering,NA,1
5003795093,0,1,4903,Computer Science,NA,0
5003799374,0,1,4854,"Biochemistry, Genetics and Molecular Biology",NA,1
5003805192,1,1,468,"Biochemistry, Genetics and Molecular Biology",2022,1
5003805312,0,1,1076,Decision Sciences,NA,1
5003809101,1,1,469,Computer Science,2021,0
5003813154,0,1,5199,Computer Science,NA,0
5003814223,1,1,470,Computer Science,2021,0
5003814916,0,1,2612,Computer Science,NA,0
5003817085,0,1,1752,Computer Science,NA,0
5003817684,0,1,15233,Computer Science,NA,0
5003819078,0,1,497,Medicine,NA,1
5003819994,0,1,7879,Physics and Astronomy,NA,1
5003827060,0,1,6108,Medicine,NA,1
5003830491,1,1,471,Computer Science,2020,0
5003830778,0,1,12124,Medicine,NA,1
5003833130,1,1,472,Computer Science,2021,0
5003833479,0,1,14430,Engineering,NA,1
5003835661,1,1,473,Computer Science,2021,0
5003836412,0,1,15798,Computer Science,NA,0
5003851078,0,1,11349,Computer Science,NA,0
5003853785,1,1,474,Computer Science,2021,0
5003856741,1,1,475,Engineering,2022,1
5003870232,0,1,789,Environmental Science,NA,1
5003870894,1,1,476,Computer Science,2019,0
5003872577,0,1,7718,Physics and Astronomy,NA,1
5003873307,0,1,13728,Computer Science,NA,0
5003874504,0,1,8315,Physics and Astronomy,NA,1
5003875445,1,1,477,Computer Science,2021,0
5003882518,0,1,1218,Computer Science,NA,0
5003884714,0,1,4365,Psychology,NA,1
5003884748,1,1,478,Computer Science,2021,0
5003885809,1,1,479,Computer Science,2020,0
5003885813,0,1,7911,Computer Science,NA,0
5003887059,1,1,480,Computer Science,2021,0
5003894393,0,1,9304,Engineering,NA,1
5003896409,1,1,481,Computer Science,2020,0
5003896647,0,1,10082,Environmental Science,NA,1
5003897769,0,1,9845,Engineering,NA,1
5003906114,0,1,2973,Computer Science,NA,0
5003909640,0,1,11686,Computer Science,NA,0
5003921571,0,1,11622,Computer Science,NA,0
5003922614,0,1,642,Computer Science,NA,0
5003923056,0,1,9337,Engineering,NA,1
5003924435,1,1,482,Computer Science,2019,0
5003928961,0,1,3062,Engineering,NA,1
5003933623,1,1,483,Medicine,2019,1
5003937726,0,1,14169,Engineering,NA,1
5003943487,0,1,14051,Engineering,NA,1
5003948826,1,1,484,Computer Science,2021,0
5003949731,0,1,14634,Computer Science,NA,0
5003963790,0,1,6326,Earth and Planetary Sciences,NA,1
5003964217,1,1,485,Energy,2020,1
5003965204,1,1,486,"Biochemistry, Genetics and Molecular Biology",2022,1
5003969171,0,1,13119,Computer Science,NA,0
5003974559,0,1,3149,Computer Science,NA,0
5003976444,1,1,487,Computer Science,2021,0
5003983927,0,1,15738,Engineering,NA,1
5003994256,1,1,488,Medicine,2021,1
5003998216,0,1,3481,Computer Science,NA,0
